"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
1951,"N3",5850001,5853000,324123.085235245,23008.4148084697,9294.5326536297,5257.1917686743,16279.7418738932
1952,"N3",5853001,5856000,375213.205835455,22599.4674825309,14861.8540219486,8784.0108663947,28431.3225183965
1953,"N3",5856001,5859000,454901.519924234,31645.0290273659,14137.386563985,8301.3220390559,21081.8726141429
1954,"N3",5859001,5862000,414402.402752847,35462.9513976779,11783.0583585521,5206.9486074682,16272.189727523
1955,"N3",5862001,5865000,244989.543465348,24516.7141703217,8144.1891449375,3861.9543848865,9637.1721737265
1956,"N3",5865001,5868000,267665.510590471,24897.8148999136,10948.2290396729,5198.3570705181,13270.5540067369
1957,"N3",5868001,5871000,247605.463948336,28358.3890908261,8743.9449724577,4229.4259608898,11188.7333197567
1958,"N3",5871001,5874000,221188.080501917,25035.2794365643,7077.3052622184,4569.7529500623,13288.0894649957
1959,"N3",5874001,5877000,93158.4565391188,14581.8610264729,5088.1249198866,2397.0783816927,7530.7933957279
1960,"N3",5877001,5880000,269518.385002561,16437.1143160991,8140.4215121621,4325.9639584511,12101.0082108981
1961,"N3",5880001,5883000,330156.386455714,34102.0860429635,10348.412349943,5036.5421457873,13724.1699030974
1962,"N3",5883001,5886000,314850.202164612,37419.5719139449,10351.3246614992,5068.8689861665,13815.8087117387
1963,"N3",5886001,5889000,438501.272526673,43226.116255798,13776.4705731384,6752.019089091,16546.9110495158
1964,"N3",5889001,5892000,342511.323242186,36668.6059424369,9486.924995572,5066.3716848397,17137.5976560542
1965,"N3",5892001,5895000,273009.192468465,29826.885434239,9377.0729260912,5061.7593770119,16706.9068100389
1966,"N3",5895001,5898000,159179.958679519,17916.4971291212,7645.9839118515,3950.6692207672,12312.6444261006
1967,"N3",5898001,5901000,76160.0068598351,13677.9983226815,6812.2970492279,3621.2349638492,11846.9485276434
1968,"N3",5901001,5904000,218698.304755259,20319.8700843729,7839.342029439,4284.6324941234,14062.7343373997
1969,"N3",5904001,5907000,236948.027939943,20941.1421173913,10045.3239775323,6539.4229068554,21712.6606623297
1970,"N3",5907001,5910000,282834.766367884,25576.888993716,9826.4574238524,5548.6441217761,17195.0357898641
1971,"N1",5910001,5913000,53671.7642569729,13948.38636968,6966.4213678215,3877.9879493478,13702.112649415
1972,"N3",5913001,5916000,150317.773429431,16678.7208669406,7744.7557044438,4862.926013083,15001.0630808313
1973,"N3",5916001,5919000,267799.538935672,30618.9962207994,9389.4763687168,5733.7701511048,19203.6792400947
1974,"N3",5919001,5922000,183242.23141372,23821.0797656886,10266.2842886397,6632.7751399286,16961.9753269815
1975,"N3",5922001,5925000,265812.795513108,40344.1297606915,16435.1339158868,7298.2803940623,16914.5431840875
1976,"N3",5925001,5928000,432645.312433897,41788.4918479144,11411.1487894446,6663.6936909822,16039.1917349135
1977,"N3",5928001,5931000,81308.6125194316,16935.5305422226,7286.2845679256,4282.0293148512,12191.5875446207
1978,"N3",5931001,5934000,101001.772649848,16049.3065965313,8462.427973858,4294.2154031885,12217.1131637125
1979,"N1",5934001,5937000,136922.819757649,17353.5916890929,7177.8530399073,3648.7486734099,10183.1347790557
1980,"N3",5937001,5940000,266531.978193808,21703.7937303439,8955.959620129,4996.2723872317,14223.899778545
1981,"N3",5940001,5943000,286868.216092472,32128.8319905549,11076.8307213269,6194.268091337,16071.4793452789
1982,"N3",5943001,5946000,97955.5501199877,11385.5895241635,6321.2128649506,3350.1445923231,10412.061636976
1983,"N1",5946001,5949000,172793.66419047,20516.6680174675,9910.3313295457,5144.331065914,15186.8037911691
1984,"N3",5949001,5952000,467081.722286718,32509.0947901881,13747.4123931352,7389.3239406307,20437.5464369542
1985,"N1",5952001,5955000,205834.591197906,26212.6333603638,10406.2363625553,5902.0620510963,17344.1022909605
1986,"N3",5955001,5958000,305530.307237888,32578.0693292935,10907.0709112305,5774.875930343,16529.5523697219
1987,"N1",5958001,5961000,210473.750276109,21106.3725677585,7929.1113860755,4013.622480411,13767.9985788227
1988,"N3",5961001,5964000,146236.715735215,22294.6226327137,6966.9003982627,4127.5553664161,14197.3857136428
1989,"N3",5964001,5967000,158005.4986518,23022.1300907858,8319.4044490643,4394.2339486338,15170.4585123723
1990,"N3",5967001,5970000,197365.429373922,21932.8853193419,8996.6607528262,5522.8616408177,17418.977883369
1991,"N3",5970001,5973000,98734.8465274762,17081.0851722566,8823.2447792879,4637.6227434657,14611.4070510346
1992,"N1",5973001,5976000,200971.9206673,21191.0032789976,8704.941332653,4825.7226166708,15586.2254032176
1993,"N3",5976001,5979000,345639.278164378,30297.6580878259,10308.3381642617,5876.3807613269,14158.4228738792
1994,"N3",5979001,5982000,379717.404434919,40189.3115676054,12314.226013699,6037.4401789838,16180.2575096332
1995,"N3",5982001,5985000,224156.831528962,20508.2326142202,10440.3043131423,5768.2172560961,19764.932943186
1996,"N3",5985001,5988000,565286.021320537,45058.3285578907,13965.1022314566,7667.9036878547,20272.6739883952
1997,"N1",5988001,5991000,350413.095311081,51318.2397456062,14405.2014839408,8132.5719200242,26359.4660656867
1998,"N3",5991001,5994000,405084.6760666,32428.551396826,12138.031708329,6784.813451378,16627.4009499172
1999,"N3",5994001,5997000,290199.14557125,34525.2894585176,12702.9430610216,5860.1349723468,16750.5540846067
2000,"N3",5997001,6e+06,340330.278181456,41731.4149513104,16916.1127132951,9313.1110606628,29407.3040628955
2001,"N3",6000001,6003000,401264.969007402,40357.1086161415,17165.5869697775,9498.656828248,27108.7199037493
2002,"N3",6003001,6006000,565731.037510092,40749.6763062035,13265.723790229,6522.9222946596,19494.0121371399
2003,"N1",6006001,6009000,373673.838761117,35507.4980682203,12235.3306808625,7058.5230096071,20445.2716974411
2004,"N1",6009001,6012000,323266.458624388,52777.6799628838,15323.1089677318,8176.8219969236,22831.8903964429
2005,"N3",6012001,6015000,357359.058866595,33269.0080359255,12795.6437347165,7080.4168912522,18980.2779233634
2006,"N3",6015001,6018000,296295.475658257,23159.4624688957,11057.4500989295,6209.4444169251,18534.2347955583
2007,"N3",6018001,6021000,330815.765345239,38069.1400615246,15126.7255186756,7647.5065637921,25558.1453431593
2008,"N1",6021001,6024000,210525.009312766,26411.8893996381,11005.8960653853,7167.7778858708,20127.4801410296
2009,"N1",6024001,6027000,185133.184081677,27365.8504254306,11644.6207554505,6886.4856987339,21365.1692302225
2010,"N1",6027001,6030000,137859.955697297,23945.5492713255,9337.3682390695,6072.3881401369,19115.3281580149
2011,"N1",6030001,6033000,188346.038510331,30991.8949157055,11983.8354356929,6487.4806944253,19671.5798167877
2012,"N3",6033001,6036000,263516.950816186,27302.6485049459,10263.3270962542,5461.8626268578,18837.7815369056
2013,"N1",6036001,6039000,251078.906750675,31609.5158890047,11155.2376779773,6552.1000042715,19323.4651489368
2014,"N3",6039001,6042000,401474.913809318,32450.6142712828,13903.029267901,7781.7210464167,24470.9767779309
2015,"N3",6042001,6045000,290222.192568406,34058.2989055512,14350.1980827587,7733.2273072467,21958.8731620292
2016,"N3",6045001,6048000,367298.737114665,50336.8940099358,13126.3444712414,6904.7442770559,20159.1133605462
2017,"N3",6048001,6051000,260186.720231958,39494.9612895773,10804.5545022819,6257.7312080205,16396.1881118728
2018,"N1",6051001,6054000,167372.077912984,16700.5468508668,9488.4717329131,5339.0359193193,17040.232432681
2019,"N3",6054001,6057000,301333.355361084,30652.0261116097,13054.4289799443,7673.7887334361,23879.3279336309
2020,"N3",6057001,6060000,194197.532809981,25988.8460141969,11180.9434224644,5906.6307560904,18802.5957405333
2021,"N3",6060001,6063000,182033.827349293,18199.2685665904,9030.0086454448,4872.692189797,13688.77784028
2022,"N3",6063001,6066000,317537.547205293,43011.0650663138,16908.9401450588,9264.4784990421,29706.3064761971
2023,"N3",6066001,6069000,383144.432316856,33615.270754484,14780.2125280868,6660.3104128598,20004.9485812536
2024,"N3",6069001,6072000,382928.900404251,31320.8064634286,15697.4208716074,7252.8133117552,21266.2280482203
2025,"N1",6072001,6075000,232025.589894403,32534.2998276015,12080.0832346981,6752.5101963303,16371.5626136225
2026,"N3",6075001,6078000,182067.151987586,19927.8478071198,7622.8093097768,4662.8036025215,15303.8455693012
2027,"N3",6078001,6081000,218719.785913668,25279.0268920164,9961.3916059482,4794.3447364741,13905.4367961135
2028,"N3",6081001,6084000,173178.635447479,22685.3007795497,9594.7976480442,4082.8646881867,12021.6858513842
2029,"N1",6084001,6087000,247386.172139995,25452.0348236918,14357.9700842971,9381.982760938,27944.6033747508
2030,"N3",6087001,6090000,225596.465053129,30391.4779737616,13493.9223674326,9803.1643748146,28031.3578914043
2031,"N1",6090001,6093000,275338.42057597,28964.1736205386,12370.9668556303,6707.4734315161,20519.4775215502
2032,"N3",6093001,6096000,253877.756919936,31876.6788815864,11079.8780774123,6124.4536670172,15588.352636657
2033,"N3",6096001,6099000,332440.766479913,46363.8359269256,12538.2293140429,6204.6991299334,15797.3835980766
2034,"N3",6099001,6102000,297148.192465153,43936.369251659,14868.8694539168,8853.6730819078,25953.2625558985
2035,"N1",6102001,6105000,307168.200848747,46399.1233509142,10834.6155501159,4766.082082493,14428.8071460984
2036,"N3",6105001,6108000,423787.184612877,45368.4386194368,17120.5116964606,10311.0148005608,27260.6508871265
2037,"N3",6108001,6111000,503950.578571035,44587.8790701845,14252.4374554604,7392.1371903676,19265.3901082596
2038,"N3",6111001,6114000,331165.411169525,39503.0860796639,11567.9308851748,6539.2443364755,16419.1290176329
2039,"N3",6114001,6117000,653376.076305945,57262.5501857706,16350.6885045263,8637.3823406365,23957.4808657741
2040,"N3",6117001,6120000,482102.298259504,41652.5493130792,20972.0345737176,10661.6002360256,30365.9963807478
2041,"N3",6120001,6123000,539625.095761145,50772.8745088639,17304.9242680274,8726.915785422,25817.0170903237
2042,"N3",6123001,6126000,412988.933736518,47354.6662418768,13280.0024462445,8323.9240683741,20954.9442387422
2043,"N3",6126001,6129000,339240.141176537,32895.4564161027,10352.2177124569,5473.2622678601,12973.5676579341
2044,"N3",6129001,6132000,399339.881551487,62876.0757561064,12273.251037241,4115.7281132428,9410.9127769046
2045,"N3",6132001,6135000,493306.291119177,49552.5823472926,14860.8284536515,7767.3679521896,19796.8549521924
2046,"N3",6135001,6138000,670128.330317556,58813.5442066694,15932.6934373468,8090.887451668,23636.7121780868
2047,"N3",6138001,6141000,684040.444682651,59469.8243836215,16825.0706188519,7960.0873263022,18914.1477967521
2048,"N1",6141001,6144000,255029.765459034,38576.3106143528,15443.1456643239,8823.4053857812,23393.3769302054
2049,"N3",6144001,6147000,295610.717588603,38813.9593869294,13094.1995829331,7355.2509748494,19462.9832861731
2050,"N3",6147001,6150000,316921.529212499,33733.400299722,14701.581155489,6811.7408850946,21441.8706093507
2051,"N3",6150001,6153000,149960.818181363,22902.0132214511,7879.8049425573,4311.3794898777,14066.3812965098
2052,"N3",6153001,6156000,190075.671080583,21112.1365721789,7958.2615809111,4790.7012930039,13943.5782053333
2053,"N3",6156001,6159000,336084.51291848,33817.7846255177,12396.1130261581,6654.9113499012,18539.3689729381
2054,"N3",6159001,6162000,245255.754933608,34509.5279022115,13133.9974625774,7156.6139135801,20334.3159475869
2055,"N3",6162001,6165000,328551.128225535,36322.5751191555,12662.8310824745,8575.0676740238,24150.5998052142
2056,"N1",6165001,6168000,220868.105038265,41698.71050949,13576.7929107881,6920.0191718727,20892.2552614625
2057,"N3",6168001,6171000,336672.989229489,43686.3285461052,11478.6646081892,5748.9159640298,15223.6286880445
2058,"N1",6171001,6174000,346395.164594711,31033.3431674329,12443.4677826528,6595.9726549575,17993.9690471958
2059,"N3",6174001,6177000,181275.41263385,27615.2490968784,8031.5006858468,4093.3993765122,9775.6219064448
2060,"N3",6177001,6180000,327374.714701285,40788.0788124139,14694.7225181042,8536.5017122583,21525.6232453794
2061,"N3",6180001,6183000,359239.221835873,45683.3911989243,13367.7814175344,7319.2290907419,19116.1162751981
2062,"N3",6183001,6186000,424732.473276613,49981.4074306422,14110.1650152036,7304.8740567567,15528.9467042988
2063,"N3",6186001,6189000,430726.501632011,47429.4731286599,13853.5560308254,6479.2465301825,17602.0029670928
2064,"N3",6189001,6192000,336794.926021022,40437.8397731648,12693.4219544928,6103.2598972807,14745.4475027345
2065,"N3",6192001,6195000,185103.773659546,30180.120780876,10630.0501894866,6313.3312899878,18805.5511188534
2066,"N3",6195001,6198000,186803.125663971,28984.5589268139,11464.5372185419,5656.5054312865,18968.5907581466
2067,"N3",6198001,6201000,148638.716449812,29954.7184721134,11632.2180664692,7030.1654089194,18912.2184138584
2068,"N3",6201001,6204000,255799.389854409,43339.7001110665,16084.4302442744,8426.3307275486,21920.5716615152
2069,"N3",6204001,6207000,219961.862798398,36885.5023857838,14991.9475628342,6570.5107651811,17073.5784732841
2070,"N3",6207001,6210000,471405.873078923,35742.2521817928,13744.0309126534,6228.1547993329,17118.3733312366
2071,"N3",6210001,6213000,342502.659356669,29737.5208763604,12931.8822981991,7192.186336437,21112.9650066686
2072,"N3",6213001,6216000,172952.635277531,22926.2745125817,7518.0957168359,3815.5668343649,11181.4432514261
2073,"N3",6216001,6219000,348490.773776098,30641.1714669281,9203.1834941476,4278.8583497444,11058.1261193853
2074,"N3",6219001,6222000,236646.426456414,29038.2844566316,9638.0089445202,4605.4664738244,12993.7619137848
2075,"N3",6222001,6225000,135094.758532412,21247.0415035244,6493.1477804263,3903.4934296822,13477.9577942374
2076,"N3",6225001,6228000,64444.8549373743,12459.9684693428,5272.4892974769,3599.9706154646,10251.9206496885
2077,"N3",6228001,6231000,268736.084689572,26815.4632932547,10490.0591300277,5052.9664563843,16229.8925091041
2078,"N1",6231001,6234000,236298.033981087,29249.9116979994,11697.8588523546,5282.8443629417,14920.9709316684
2079,"N3",6234001,6237000,235761.929117605,28560.1727843066,11467.5198456612,5828.4843746857,15627.3404107635
2080,"N3",6237001,6240000,224073.879146826,30710.9912934521,11288.5099746383,5790.3062748776,17176.881568851
2081,"N3",6240001,6243000,182262.561128252,29475.1868912339,10631.2824069578,5827.0485092671,18676.7179813045
2082,"N3",6243001,6246000,346259.032009964,27582.1241193737,9596.3514112481,4815.1963425418,13789.3606808923
2083,"N3",6246001,6249000,142272.474357798,21004.8668862319,7808.4407013968,4059.7808075356,11320.9992138498
2084,"N3",6249001,6252000,202735.943627947,32159.1110543793,10427.4914431278,5524.8980327101,16459.8719440907
2085,"N1",6252001,6255000,183916.734646707,33706.4107482293,17296.7673294305,11459.8536442254,37216.7984154517
2086,"N3",6255001,6258000,177166.091295628,37789.3178627018,11670.0825062265,6160.5423883266,20083.7970813639
2087,"N3",6258001,6261000,294656.463186442,40831.145052428,17007.6620074408,9187.8131529095,29163.1573626476
2088,"N3",6261001,6264000,127374.442167602,24577.4719359811,10645.4339641506,5164.491575622,13002.4349056949
2089,"N3",6264001,6267000,315704.943551525,29446.3053248069,9211.1827020217,4425.203447378,12207.5764874575
2090,"N3",6267001,6270000,174928.237871382,24928.438991591,9362.887657097,5221.1120667839,13639.8911708206
2091,"N1",6270001,6273000,138220.100373501,18849.0484782371,9757.812122967,4564.9717015598,11973.6397920065
2092,"N3",6273001,6276000,162643.900580663,22957.9402745126,9875.8264619532,4824.3387245778,15672.8792974799
2093,"N3",6276001,6279000,257427.028413921,47323.3194536874,11314.3139163489,4848.8864943193,11425.6651515289
2094,"N3",6279001,6282000,190145.062235729,18111.1468320107,8103.0129526914,3865.2036348415,11996.6251222084
2095,"N3",6282001,6285000,380393.130748749,25324.9136889232,8932.2382218617,4929.4380845017,14667.1983972079
2096,"N3",6285001,6288000,268585.924473318,25296.1886836643,11313.9116833434,5833.1321341184,16045.9019562889
2097,"N1",6288001,6291000,206616.789675922,23978.9890736262,8120.8327178809,4613.7032953707,13624.2812648979
2098,"N3",6291001,6294000,204634.510442967,25017.885581328,9481.073191869,4735.9987084714,11912.1591742228
2099,"N3",6294001,6297000,128018.353069938,18743.4752739389,9202.2141336091,4304.0152212706,11058.4476390115
2100,"N3",6297001,6300000,138927.810119517,31682.6540253528,8980.492844949,4326.8442828265,10931.4229534436
2101,"N3",6300001,6303000,289470.182847569,34108.1009290644,11345.2438294392,6352.933509148,14406.7415136126
2102,"N3",6303001,6306000,175872.788350705,23649.5165437435,7489.2551467366,4183.0578006628,9809.7987929592
2103,"N3",6306001,6309000,227072.938389991,31003.935001819,8735.3484339987,4659.3798898401,16791.5362194246
2104,"N3",6309001,6312000,256651.445966015,34621.8225757332,12368.9699048654,6338.4765307913,17777.9540343431
2105,"N3",6312001,6315000,384203.09976007,26778.7346894686,10222.5811022354,6223.1917256632,15905.0612312372
2106,"N3",6315001,6318000,275343.074601605,34395.2520288491,10084.9846105068,5548.0133223292,17048.9231773147
2107,"N3",6318001,6321000,212533.095098559,24563.2235347601,8907.3680222955,5159.9521825855,16092.0138106153
2108,"N3",6321001,6324000,93244.7776955504,14910.9028361473,7717.5240154445,4650.6674273207,14091.2280382679
2109,"N3",6324001,6327000,87870.0008915352,22599.5161409482,8582.0839404373,4332.3687298029,11674.1214746394
2110,"N3",6327001,6330000,460517.811617549,30672.5122176606,10706.524695066,4865.1289112112,13705.6208877917
2111,"N3",6330001,6333000,285316.06645958,28044.8541214237,10447.9963525029,5988.8664070131,18452.902231074
2112,"N3",6333001,6336000,172632.987587824,28722.3311526465,10315.9333814364,4965.7950883538,15568.6916353027
2113,"N3",6336001,6339000,255046.39707496,45882.454579031,11730.9019930087,6482.1783934256,16869.7902484664
2114,"N3",6339001,6342000,335700.692592164,33377.6850540498,12597.225516981,6553.6343395142,17770.500082823
2115,"N3",6342001,6345000,294437.729813678,31591.3136393166,10075.2227303309,6919.177921011,21097.3662454766
2116,"N3",6345001,6348000,286516.890394273,32724.1232506518,10856.8569137917,6924.3288215803,17723.5832862295
2117,"N1",6348001,6351000,148109.705805759,16194.4328706807,7842.9491161986,3820.5544268326,11888.5184676579
2118,"N1",6351001,6354000,239824.661539055,32751.354956754,13392.6836631823,6990.2422480927,20098.5994452274
2119,"N3",6354001,6357000,253390.651945522,23403.9451418042,10858.8912503199,5176.0594017675,15980.2657643861
2120,"N3",6357001,6360000,355718.673833205,48026.7149501752,14020.145996905,6560.3978594737,17406.7803289239
2121,"N3",6360001,6363000,326407.414950443,39857.7686192403,10692.8036645979,5900.4734651796,16300.1748303827
2122,"N3",6363001,6366000,162689.102125622,24099.0360680944,7745.9147800697,4811.3043267249,11281.549185068
2123,"N3",6366001,6369000,294871.658580272,30908.1848855798,8458.9181400652,4288.0263728393,12357.4514587683
2124,"N3",6369001,6372000,179613.010398171,22438.7265205491,8278.8305501613,4736.0209026146,12468.8217010417
2125,"N3",6372001,6375000,306923.9467871,24680.4245102212,8654.6348311953,4949.6605673796,12847.475688644
2126,"N3",6375001,6378000,189578.131084976,26075.1618932899,9922.1638748342,4529.9724048543,12967.332801325
2127,"N3",6378001,6381000,340870.45146265,40938.9963714658,11524.5994429199,5837.7930536035,16677.4301597044
2128,"N3",6381001,6384000,337579.353644695,29933.7070934083,10575.8860483985,5733.4314408382,14176.8227406267
2129,"N3",6384001,6387000,280812.669486464,28958.7532975838,9477.6314909649,5951.3552217624,16114.1188738066
2130,"N3",6387001,6390000,181398.88728202,19302.0142715504,6369.2850950238,3965.9296344532,9549.8681619636
2131,"N3",6390001,6393000,242536.627221721,21171.2966699172,7792.0376867939,4445.3284954787,12658.7984638544
2132,"N3",6393001,6396000,284532.552381058,39649.5313812948,10031.1947417904,7323.6117786217,15834.0617495897
2133,"N3",6396001,6399000,204569.977016053,23325.549074087,8774.6391938713,4966.3511571545,13034.027322035
2134,"N3",6399001,6402000,185110.774155088,22217.7578482343,8094.647279247,4492.1608113844,12971.3542744697
2135,"N3",6402001,6405000,165477.482948634,31340.6636548228,12092.1424262748,6018.735446656,15454.9329368959
2136,"N3",6405001,6408000,210590.904226529,27675.0134491194,8676.9351080809,3725.6756110509,10305.768523729
2137,"N3",6408001,6411000,128070.444203468,23452.2929019635,7500.9566425545,3508.6332109861,9439.8891698594
2138,"N3",6411001,6414000,345051.851035595,31309.1051258442,8293.3972309156,4213.3008387205,12324.8177440281
2139,"N3",6414001,6417000,238142.820444347,28808.9810200867,7868.4862705344,4029.2567496306,10629.3934208805
2140,"N3",6417001,6420000,185999.747520964,27403.0903105682,8083.5591953861,4309.1003592782,10588.5598957053
2141,"N3",6420001,6423000,411919.773525746,37410.0030242629,13820.9935436115,7696.9075496149,19655.8383841378
2142,"N3",6423001,6426000,594056.795493197,43285.0018146054,14972.2780012553,7364.7773528781,17805.5386955545
2143,"N3",6426001,6429000,331612.642939852,28968.4915936611,11689.8386514973,6082.5882835001,15053.6950362533
2144,"N3",6429001,6432000,312323.518742431,25061.4551812563,9969.8801142804,5231.6609637182,13700.6306239719
2145,"N3",6432001,6435000,262012.320723031,34518.7240154345,10482.7851184947,5729.4065474233,13521.7820962028
2146,"N3",6435001,6438000,497300.838480521,28568.9220929292,13253.9584230413,5326.3408021964,15238.7460359443
2147,"N3",6438001,6441000,288161.475385963,32198.5664989351,11755.8122340767,6036.5985004116,17656.7382390648
2148,"N3",6441001,6444000,288628.311348682,27698.2359982738,10672.6376587171,5988.5162276423,15236.0493831726
2149,"N3",6444001,6447000,435691.147609483,44431.5552479053,13379.6755521785,8030.3196810679,22971.3204159103
2150,"N3",6447001,6450000,412853.097524413,37670.4246974232,16013.4588931152,6989.6094061209,19410.5795122569
2151,"N3",6450001,6453000,331233.884117184,35260.5634723653,12777.5015855047,7506.3813851656,22165.927765407
2152,"N3",6453001,6456000,287834.929717455,33679.4864210953,11819.9671235173,6312.7850339179,17514.8964565207
2153,"N3",6456001,6459000,234931.555474974,31082.46567408,9306.7111509701,5221.5491244166,13723.0082131236
2154,"N3",6459001,6462000,344018.092655451,40923.4171730746,10861.0183292552,6300.7987380092,15750.1578537106
2155,"N3",6462001,6465000,382055.520779144,52907.1557490353,13804.4140335569,7143.7505318128,15233.9407398247
2156,"N3",6465001,6468000,230140.324659144,24780.3900957233,10635.0752088839,5844.0716304829,17751.7028096696
2157,"N3",6468001,6471000,243839.214679964,25733.5371362271,10522.6380647875,5742.305489939,17761.6911344878
2158,"N3",6471001,6474000,481451.328104161,30294.322247271,13698.9262517642,7378.632269957,21596.3836336349
2159,"N1",6474001,6477000,143463.419699665,23889.9882134744,12191.1944523998,5084.9221385066,15053.0170935259
2160,"N3",6477001,6480000,550978.453818303,43573.30305549,26746.8245095112,5380.0444312184,12399.9020264931
2161,"N3",6480001,6483000,638478.282055756,37261.6853629316,17194.5166934112,6430.9452999635,16675.1568370118
2162,"N3",6483001,6486000,388950.127223004,22704.9378221204,23328.8638114142,3661.2955543787,8702.2786215144
2163,"N3",6486001,6489000,320882.171712754,27430.6060678325,29802.859548462,3825.6408751019,8337.9958302815
2164,"N1",6489001,6492000,192002.345086019,15976.2332960747,35362.568794693,3024.6432458839,8613.8391547983
2165,"N3",6492001,6495000,214661.874586264,24784.7713884881,11242.1144959489,5305.8678804949,13552.6670168739
2166,"N3",6495001,6498000,224502.892264121,31529.7626255473,15225.9780238509,9321.6425707436,23989.0277811586
2167,"N3",6498001,6501000,301346.05339678,38811.4539023875,15291.9233467867,11199.6281002977,32446.1130734803
2168,"N3",6501001,6504000,435471.728586291,30630.9572909071,12138.7890841231,5207.9789256396,15499.784524385
2169,"N1",6504001,6507000,199502.982852416,24924.2496703231,11231.3527499322,6866.2641865708,19780.8185560674
2170,"N3",6507001,6510000,231249.58566663,24705.9566539747,15319.3890853871,6022.8057783993,17613.5632756123
2171,"N3",6510001,6513000,153790.248288856,29794.4717465752,15144.183044555,5933.1789869242,15187.0071305304
2172,"N3",6513001,6516000,473435.186768222,46335.5652338421,14664.4962638427,8129.4586935793,24063.2938736902
2173,"N3",6516001,6519000,204066.283652217,30731.1201028547,21267.2063530196,5147.5141257993,12882.4393946237
2174,"N3",6519001,6522000,486763.68953243,52522.3591950303,12886.914560219,6325.8906008096,19540.9367814622
2175,"N3",6522001,6525000,462727.382766615,56739.5175989169,15693.1435525821,9404.6691273151,22099.2970274715
2176,"N3",6525001,6528000,457220.645510866,44214.892450632,13780.4280211294,7384.8488296272,17026.2798412877
2177,"N3",6528001,6531000,316575.330037155,39851.4045771659,14764.1805668663,7874.1898778141,24857.7863058232
2178,"N3",6531001,6534000,352520.168508697,50542.3675070436,18686.8106262193,8085.2024634972,22013.5171807872
2179,"N3",6534001,6537000,234983.015879421,38129.2674502273,13084.6839002606,6986.5591122591,16658.6476179081
2180,"N3",6537001,6540000,399305.823946096,46101.4434669899,15722.9108909945,8477.5921536964,21103.8574945155
2181,"N3",6540001,6543000,323094.012150954,42456.6914881811,17913.9389632553,9269.1394631805,24985.3070641071
2182,"N3",6543001,6546000,278248.740423768,24579.6552493936,14604.7663402525,7699.6909585231,25154.4800382328
2183,"N3",6546001,6549000,277170.712313044,27071.7252877821,9516.3492128869,5626.8001078484,17608.2465026799
2184,"N3",6549001,6552000,281750.072138779,33803.2600423187,11898.6254226003,6531.4273912168,16459.5394987505
2185,"N3",6552001,6555000,212691.709501091,29823.1031741029,12951.8763304575,7396.4131448287,22492.9517008888
2186,"N3",6555001,6558000,198670.070241694,37018.3215154383,11408.3657058962,6758.3265300359,19263.179084345
2187,"N3",6558001,6561000,351238.698662832,37963.8857484299,14664.3400401246,7044.1329358139,20442.2964945519
2188,"N3",6561001,6564000,308833.529376232,38686.0575030174,11787.5198284919,6422.1799448459,17414.8242542739
2189,"N3",6564001,6567000,295142.481911822,27728.2036956165,11134.9526539181,6208.3407882821,17520.820832754
2190,"N3",6567001,6570000,237203.262073498,26748.3376994432,12478.0042778934,6445.7263534868,17998.0899515476
2191,"N3",6570001,6573000,293084.016457666,51077.9880456021,16351.8191990873,8361.478783466,26681.7447516633
2192,"N3",6573001,6576000,233354.533685936,24838.0105164539,11228.7321434338,6733.5221019304,17893.4843205803
2193,"N3",6576001,6579000,209815.748469853,31690.8569818652,11176.3202806249,5902.4193875437,15217.7602451907
2194,"N3",6579001,6582000,247636.416219564,20051.3515745512,8817.1712662313,4726.4914498605,14220.4320355211
2195,"N3",6582001,6585000,212869.971458843,23556.2321298504,9754.6662561419,6113.1861375406,15751.7239535192
2196,"N3",6585001,6588000,374904.726193712,39175.226580352,16145.512013312,7936.2991711993,23590.0812558758
2197,"N3",6588001,6591000,422356.185000153,44766.7579939937,15466.9792855285,7925.8522709117,24128.9763883115
2198,"N3",6591001,6594000,350229.600575036,50987.2663114097,13283.875228838,5896.8855856272,16067.5596711397
2199,"N1",6594001,6597000,287820.0733341,45799.1814202367,14577.9136224876,8391.9493480562,20800.1148926022
2200,"N1",6597001,6600000,478486.424038682,45360.2492295464,17582.5200261333,9506.4145559505,23826.9725705937
2201,"N3",6600001,6603000,652008.075118758,53401.1002532771,17934.7192857282,10150.2914825377,28785.6589181644
2202,"N3",6603001,6606000,447107.313612792,43619.0259875125,18518.1045175022,8277.3725339001,21480.235192544
2203,"N3",6606001,6609000,350938.353842938,36002.5349045905,15427.462778332,7958.4501629898,17267.4471661325
2204,"N3",6609001,6612000,380147.059121586,45535.1951661379,14748.3598741894,7162.7710930223,17384.623731483
2205,"N3",6612001,6615000,413077.874321585,34037.4838707428,15328.9146030435,7687.3264334199,18045.469108274
2206,"N3",6615001,6618000,514948.265273724,41731.8131238196,14501.314831748,7464.7084651988,18888.1741453216
2207,"N3",6618001,6621000,377327.091622515,33476.7796320358,14442.2325515453,8599.0739316332,20064.4290475685
2208,"N3",6621001,6624000,209748.840412438,24355.5799372832,10265.0036751868,6757.1808573862,19136.7606098405
2209,"N3",6624001,6627000,434929.68965621,46773.3119920694,16491.7012520136,9024.8662301468,26069.8262389435
2210,"N3",6627001,6630000,167349.380530869,24235.1981993981,12399.0248609962,5564.1441686671,18767.8807883047
